15:16:41.893 [main] INFO  com.demo.baseutil.Basetest - 
15:16:41.900 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
15:16:42.018 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
15:16:42.025 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace\com.NFR.Trace/reports/Automation Report- 04_23_2024_15_16_42/Report/04_23_2024_15_16_42
15:16:42.117 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
15:16:42.118 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
15:16:55.562 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
15:16:57.891 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
15:16:57.934 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
15:16:57.949 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
15:16:57.950 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
15:16:57.950 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
15:16:57.950 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
15:17:00.253 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
15:17:00.254 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
15:17:00.583 [main] INFO  com.demo.baseutil.Basetest - amit@paramountsoft.net typed into Email Id Entered
15:17:00.583 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
15:17:02.831 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
15:17:02.831 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
15:17:03.028 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
15:17:03.043 [main] INFO  com.demo.baseutil.Basetest - Scroll down
15:17:03.043 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
15:17:05.873 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
15:17:09.390 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
15:17:19.404 [main] INFO  com.demo.baseutil.Basetest - Validate click on IM is clickable
15:17:21.825 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on IM
15:17:25.829 [main] INFO  com.demo.baseutil.Basetest - Validate Inventory Capacity is clicked is clickable
15:17:28.292 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Inventory Capacity is clicked
15:17:30.293 [main] INFO  com.demo.baseutil.Basetest - Validate Add tab is clicked is clickable
15:17:32.667 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add tab is clicked
15:17:34.678 [main] INFO  com.demo.baseutil.Basetest - Validate Location is clicked is clickable
15:17:37.088 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Location is clicked
15:17:37.088 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the location name
15:17:37.321 [main] INFO  com.demo.baseutil.Basetest - Surat typed into enter the location name
15:17:37.321 [main] INFO  com.demo.baseutil.Basetest - Validate location is selected is clickable
15:17:42.128 [main] INFO  com.demo.baseutil.Basetest - Clicked on : location is selected
15:17:42.128 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Capacity Type is clickable
15:17:44.563 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Capacity Type
15:17:44.563 [main] INFO  com.demo.baseutil.Basetest - Validate Non Slot is selected is clickable
15:17:46.952 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Non Slot is selected
15:17:46.952 [main] INFO  com.demo.baseutil.Basetest - Validate Capacity Name is clicked is clickable
15:17:49.336 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Capacity Name is clicked
15:17:49.336 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Enter the capacity number
15:17:49.587 [main] INFO  com.demo.baseutil.Basetest - 9bQi typed into Enter the capacity number
15:17:49.587 [main] INFO  com.demo.baseutil.Basetest - Validate Click on length is clickable
15:17:51.988 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on length
15:17:51.989 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the length
15:17:52.247 [main] INFO  com.demo.baseutil.Basetest - 41 typed into enter the length
15:17:54.259 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Uom is clickable
15:17:56.738 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Uom
15:17:57.739 [main] INFO  com.demo.baseutil.Basetest - Validate Click on km is clickable
15:18:00.087 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on km
15:18:00.087 [main] INFO  com.demo.baseutil.Basetest - Validate Click on breadth is clickable
15:18:02.435 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on breadth
15:18:02.435 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the breadth
15:18:02.678 [main] INFO  com.demo.baseutil.Basetest - 41 typed into enter the breadth
15:18:04.687 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Levels is clickable
15:18:07.018 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Levels
15:18:07.018 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the Levels
15:18:07.320 [main] INFO  com.demo.baseutil.Basetest - 2 typed into enter the Levels
15:18:09.336 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Add Another is clickable
15:18:11.868 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Add Another
15:18:13.884 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Capacity Type is clickable
15:18:16.325 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Capacity Type
15:18:16.325 [main] INFO  com.demo.baseutil.Basetest - Validate Pallet Type is selected is clickable
15:18:18.825 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Pallet Type is selected
15:18:18.825 [main] INFO  com.demo.baseutil.Basetest - Validate Capacity Name is clicked is clickable
15:18:21.203 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Capacity Name is clicked
15:18:21.203 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Enter the capacity number
15:18:21.516 [main] INFO  com.demo.baseutil.Basetest - xLRL typed into Enter the capacity number
15:18:21.516 [main] INFO  com.demo.baseutil.Basetest - Validate Click on length is clickable
15:18:23.903 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on length
15:18:23.903 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the length
15:18:24.198 [main] INFO  com.demo.baseutil.Basetest - 41 typed into enter the length
15:18:26.208 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Uom is clickable
15:18:28.599 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Uom
15:18:29.600 [main] INFO  com.demo.baseutil.Basetest - Validate Click on km is clickable
15:18:32.047 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on km
15:18:32.047 [main] INFO  com.demo.baseutil.Basetest - Validate Click on breadth is clickable
