16:00:13.608 [main] INFO  com.demo.baseutil.Basetest - 
16:00:13.615 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
16:00:13.698 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
16:00:13.703 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace\com.NFR.Trace/reports/Automation Report- 04_23_2024_16_00_13/Report/04_23_2024_16_00_13
16:00:13.808 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
16:00:13.809 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
16:00:27.201 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
16:00:29.565 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
16:00:29.587 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
16:00:29.593 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
16:00:29.593 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
16:00:29.593 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
16:00:29.593 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
16:00:31.921 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
16:00:31.922 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
16:00:32.250 [main] INFO  com.demo.baseutil.Basetest - amit@paramountsoft.net typed into Email Id Entered
16:00:32.251 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
16:00:34.550 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
16:00:34.550 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
16:00:34.744 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
16:00:34.763 [main] INFO  com.demo.baseutil.Basetest - Scroll down
16:00:34.764 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
16:00:37.499 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
16:00:39.515 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
16:00:41.529 [main] INFO  com.demo.baseutil.Basetest - Validate click on IM is clickable
16:00:51.971 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on IM
16:00:55.985 [main] INFO  com.demo.baseutil.Basetest - Validate Inventory Capacity is clicked is clickable
16:00:58.459 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Inventory Capacity is clicked
16:01:00.473 [main] INFO  com.demo.baseutil.Basetest - Validate Add tab is clicked is clickable
16:01:02.957 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add tab is clicked
16:01:04.958 [main] INFO  com.demo.baseutil.Basetest - Validate Location is clicked is clickable
16:01:07.409 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Location is clicked
16:01:07.409 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the location name
16:01:07.705 [main] INFO  com.demo.baseutil.Basetest - Chandigarh typed into enter the location name
16:01:07.705 [main] INFO  com.demo.baseutil.Basetest - Validate location is selected is clickable
16:01:12.475 [main] INFO  com.demo.baseutil.Basetest - Clicked on : location is selected
16:01:12.475 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Capacity Type is clickable
16:01:14.813 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Capacity Type
16:01:14.813 [main] INFO  com.demo.baseutil.Basetest - Validate Slot is selected is clickable
16:01:17.173 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Slot is selected
16:01:17.173 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Capacity Type is clickable
16:01:19.557 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Capacity Type
16:01:19.557 [main] INFO  com.demo.baseutil.Basetest - Validate Slot is selected is clickable
16:01:21.952 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Slot is selected
16:01:21.952 [main] INFO  com.demo.baseutil.Basetest - Validate Capacity Name is clicked is clickable
16:01:24.288 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Capacity Name is clicked
16:01:24.288 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Enter the capacity number
16:01:24.538 [main] INFO  com.demo.baseutil.Basetest - RU5R typed into Enter the capacity number
16:01:24.538 [main] INFO  com.demo.baseutil.Basetest - Validate Click on length is clickable
16:01:26.891 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on length
16:01:26.891 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the length
16:01:27.167 [main] INFO  com.demo.baseutil.Basetest - 52 typed into enter the length
16:01:29.172 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Uom is clickable
16:01:31.576 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Uom
16:01:32.592 [main] INFO  com.demo.baseutil.Basetest - Validate Click on km is clickable
16:01:34.982 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on km
16:01:34.982 [main] INFO  com.demo.baseutil.Basetest - Validate Click on breadth is clickable
16:01:37.374 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on breadth
16:01:37.374 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the breadth
16:01:37.596 [main] INFO  com.demo.baseutil.Basetest - 52 typed into enter the breadth
16:01:37.596 [main] INFO  com.demo.baseutil.Basetest - Validate Count of slot is clicked is clickable
16:01:39.943 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Count of slot is clicked
16:01:39.943 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Enter the count slot
16:01:40.159 [main] INFO  com.demo.baseutil.Basetest - 21 typed into Enter the count slot
16:01:40.159 [main] INFO  com.demo.baseutil.Basetest - Validate Seq Range is clicked is clickable
16:01:42.581 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Seq Range is clicked
16:01:42.581 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Enter the seq range
16:01:42.775 [main] INFO  com.demo.baseutil.Basetest - 1 typed into Enter the seq range
16:01:42.775 [main] INFO  com.demo.baseutil.Basetest - Validate Next Seq Range is clicked is clickable
16:01:45.054 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Next Seq Range is clicked
16:01:45.054 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Enter the Next Seq Range
16:01:45.388 [main] INFO  com.demo.baseutil.Basetest - 21 typed into Enter the Next Seq Range
16:01:47.405 [main] INFO  com.demo.baseutil.Basetest - Validate checkbox is clicked is clickable
16:01:49.146 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
16:01:50.312 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
16:01:50.937 [main] ERROR com.demo.baseutil.Basetest - Failed to close the Browser
