16:09:27.518 [main] INFO  com.demo.baseutil.Basetest - 
16:09:27.527 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
16:09:27.873 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
16:09:27.884 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 09_30_2024_16_09_27/Report/09_30_2024_16_09_27
16:09:28.113 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
16:09:28.115 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
16:09:46.504 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
16:09:49.513 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
16:09:50.010 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
16:09:50.056 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
16:09:50.058 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
16:09:50.059 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
16:09:50.059 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
16:09:53.224 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
16:09:53.226 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
16:09:53.736 [main] INFO  com.demo.baseutil.Basetest - distributorqa@yopmail.com typed into Email Id Entered
16:09:53.737 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
16:09:56.143 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
16:09:56.144 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
16:09:56.734 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
16:10:00.819 [main] INFO  com.demo.baseutil.Basetest - Scroll down
16:10:00.819 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
16:10:04.393 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
16:10:06.418 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
16:10:16.425 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
16:10:19.057 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
16:10:21.061 [main] INFO  com.demo.baseutil.Basetest - Validate click on questionbank is clickable
16:10:24.240 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on questionbank
16:10:26.245 [main] INFO  com.demo.baseutil.Basetest - Validate click on addnew is clickable
16:10:28.906 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on addnew
16:10:30.908 [main] INFO  com.demo.baseutil.Basetest - Validate click on dropdown is clickable
16:10:33.613 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on dropdown
16:10:35.618 [main] INFO  com.demo.baseutil.Basetest - Validate click on companylevel is clickable
16:10:38.097 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on companylevel
16:10:40.110 [main] INFO  com.demo.baseutil.Basetest - Validate click on addbtn is clickable
16:10:42.736 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on addbtn
16:10:44.747 [main] INFO  com.demo.baseutil.Basetest - Validate click on ques1 is clickable
16:10:47.446 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on ques1
16:10:49.450 [main] INFO  com.demo.baseutil.Basetest - Enter the value into ques1 is entered
16:10:50.416 [main] INFO  com.demo.baseutil.Basetest - ques1 typed into ques1 is entered
16:10:52.425 [main] INFO  com.demo.baseutil.Basetest - Validate click on addques is clickable
16:10:54.561 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
16:10:56.765 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
16:10:57.860 [main] ERROR com.demo.baseutil.Basetest - Failed to close the Browser
