19:44:57.651 [main] INFO  com.demo.baseutil.Basetest - 
19:44:57.660 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
19:44:57.786 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
19:44:57.793 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 11_26_2024_19_44_57/Report/11_26_2024_19_44_57
19:44:57.911 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
19:44:57.913 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
19:45:43.319 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
19:45:45.898 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
19:45:45.927 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
19:45:45.940 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
19:45:45.940 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
19:45:45.941 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
19:45:45.941 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
19:45:48.335 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
19:45:48.337 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
19:45:48.735 [main] INFO  com.demo.baseutil.Basetest - 139@yopmail.com typed into Email Id Entered
19:45:48.735 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
19:45:51.136 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
19:45:51.136 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
19:45:52.131 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
19:45:56.523 [main] INFO  com.demo.baseutil.Basetest - Scroll down
19:45:56.523 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
19:46:00.622 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
19:46:10.501 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
19:46:20.514 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
19:46:25.107 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
19:46:33.224 [main] INFO  com.demo.baseutil.Basetest - Scroll down
19:46:35.228 [main] INFO  com.demo.baseutil.Basetest - Validate Products is clicked is clickable
19:46:38.938 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Products is clicked
19:46:43.951 [main] INFO  com.demo.baseutil.Basetest - Validate Add new is clicked is clickable
19:46:47.222 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add new is clicked
19:46:49.279 [main] INFO  com.demo.baseutil.Basetest - Validate Click on productcategory is clickable
19:46:51.800 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on productcategory
19:46:51.800 [main] INFO  com.demo.baseutil.Basetest - Validate productbasedfood is clicked is clickable
19:46:54.313 [main] INFO  com.demo.baseutil.Basetest - Clicked on : productbasedfood is clicked
19:46:54.313 [main] INFO  com.demo.baseutil.Basetest - Validate product name is selected is clickable
19:46:57.613 [main] INFO  com.demo.baseutil.Basetest - Clicked on : product name is selected
19:46:57.613 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the product
19:46:58.686 [main] INFO  com.demo.baseutil.Basetest - wheat12788151002612903 typed into enter the product
19:46:58.686 [main] INFO  com.demo.baseutil.Basetest - Validate Click on productid is clickable
19:47:04.398 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on productid
19:47:04.398 [main] INFO  com.demo.baseutil.Basetest - Validate Click on checkbox is clickable
19:47:07.008 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on checkbox
19:47:07.008 [main] INFO  com.demo.baseutil.Basetest - Validate Click on autogenerate is clickable
19:47:09.449 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on autogenerate
19:47:09.450 [main] INFO  com.demo.baseutil.Basetest - Validate Click on productdesc is clickable
19:47:13.025 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on productdesc
19:47:13.025 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Enetered the product desc
19:47:14.709 [main] INFO  com.demo.baseutil.Basetest - test typed into Enetered the product desc
19:47:14.709 [main] INFO  com.demo.baseutil.Basetest - Validate Click on upload is clickable
19:47:17.565 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on upload
19:47:27.944 [main] INFO  com.demo.baseutil.Basetest - Scroll down
19:47:27.944 [main] INFO  com.demo.baseutil.Basetest - Validate Click on ingrediant name is clickable
19:47:30.694 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on ingrediant name
19:47:30.696 [main] INFO  com.demo.baseutil.Basetest - Enter the value into ingredient name is entered
19:47:31.056 [main] INFO  com.demo.baseutil.Basetest - wheat typed into ingredient name is entered
19:47:34.086 [main] INFO  com.demo.baseutil.Basetest - Validate Click on ingrediant name is clickable
19:47:37.542 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on ingrediant name
19:47:37.542 [main] INFO  com.demo.baseutil.Basetest - Enter the value into nutri name is entered
19:47:37.991 [main] INFO  com.demo.baseutil.Basetest - fact typed into nutri name is entered
19:47:37.993 [main] INFO  com.demo.baseutil.Basetest - Validate Click on ingrediant QTY is clickable
19:47:40.647 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on ingrediant QTY
19:47:40.647 [main] INFO  com.demo.baseutil.Basetest - Enter the value into nutri qty is entered
