13:28:51.107 [main] INFO  com.demo.baseutil.Basetest - 
13:28:51.116 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
13:28:51.293 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
13:28:51.306 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 10_10_2024_13_28_51/Report/10_10_2024_13_28_51
13:28:51.506 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
13:28:51.510 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
13:29:02.993 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
13:29:05.717 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
13:29:06.176 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
13:29:06.185 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
13:29:06.185 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
13:29:06.185 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
13:29:06.186 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
13:29:08.602 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
13:29:08.603 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
13:29:09.076 [main] INFO  com.demo.baseutil.Basetest - ldekkenq362@yopmail.com typed into Email Id Entered
13:29:09.077 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
13:29:11.439 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
13:29:11.439 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
13:29:11.699 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
13:29:15.769 [main] INFO  com.demo.baseutil.Basetest - Scroll down
13:29:15.769 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
13:29:19.057 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
13:29:21.065 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
13:29:31.084 [main] INFO  com.demo.baseutil.Basetest - Validate trace is clicked is clickable
13:29:33.489 [main] INFO  com.demo.baseutil.Basetest - Clicked on : trace is clicked
13:29:38.491 [main] INFO  com.demo.baseutil.Basetest - Scroll till the scrolled to process
13:29:38.594 [main] INFO  com.demo.baseutil.Basetest - Scroll till the scrolled to process completed
13:29:43.608 [main] INFO  com.demo.baseutil.Basetest - Validate Process is clicked is clickable
13:29:46.178 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Process is clicked
13:29:51.193 [main] INFO  com.demo.baseutil.Basetest - Validate Process add is clicked is clickable
13:29:53.745 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Process add is clicked
13:29:58.754 [main] INFO  com.demo.baseutil.Basetest - Validate shared product id is clicked is clickable
13:30:01.119 [main] INFO  com.demo.baseutil.Basetest - Clicked on : shared product id is clicked
13:30:05.134 [main] INFO  com.demo.baseutil.Basetest - Validate Product id is clicked is clickable
13:30:07.435 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Product id is clicked
13:30:15.790 [main] INFO  com.demo.baseutil.Basetest - Validate Product id is selected is clickable
13:30:18.181 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Product id is selected
13:30:20.189 [main] INFO  com.demo.baseutil.Basetest - Validate process name is clicked is clickable
13:30:22.594 [main] INFO  com.demo.baseutil.Basetest - Clicked on : process name is clicked
13:30:24.608 [main] INFO  com.demo.baseutil.Basetest - Enter the value into process name Value is entered
13:30:24.866 [main] INFO  com.demo.baseutil.Basetest - processdisagg typed into process name Value is entered
13:30:26.877 [main] INFO  com.demo.baseutil.Basetest - Validate process loc is clicked is clickable
13:30:29.220 [main] INFO  com.demo.baseutil.Basetest - Clicked on : process loc is clicked
13:30:31.236 [main] INFO  com.demo.baseutil.Basetest - Enter the value into process name Value is entered
13:30:31.540 [main] INFO  com.demo.baseutil.Basetest - 9650541994111 typed into process name Value is entered
13:30:39.552 [main] INFO  com.demo.baseutil.Basetest - Validate process loc is clicked is clickable
13:30:42.043 [main] INFO  com.demo.baseutil.Basetest - Clicked on : process loc is clicked
13:30:47.046 [main] INFO  com.demo.baseutil.Basetest - Validate process type is clicked is clickable
13:30:49.320 [main] INFO  com.demo.baseutil.Basetest - Clicked on : process type is clicked
13:30:51.329 [main] INFO  com.demo.baseutil.Basetest - Scroll till the scrolled to processdiscomm
13:31:21.924 [main] ERROR com.demo.baseutil.Basetest - Scroll till the scrolled to processdiscomm failed
13:31:25.939 [main] INFO  com.demo.baseutil.Basetest - Validate process disagg is clicked is clickable
13:31:27.483 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
13:31:28.266 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
13:31:34.017 [main] ERROR com.demo.baseutil.Basetest - Failed to launch the Browser
13:31:34.019 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
