14:27:08.452 [main] INFO  com.demo.baseutil.Basetest - 
14:27:08.458 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
14:27:08.733 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
14:27:08.745 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 01_15_2025_14_27_08/Report/01_15_2025_14_27_08
14:27:08.932 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
14:27:08.935 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
14:27:28.527 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
14:27:31.774 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
14:27:31.880 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
14:27:31.925 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
14:27:31.926 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
14:27:31.927 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
14:27:31.927 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
14:27:34.654 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
14:27:34.655 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
14:27:35.207 [main] INFO  com.demo.baseutil.Basetest - 139@yopmail.com typed into Email Id Entered
14:27:35.207 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
14:27:37.752 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
14:27:37.753 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
14:27:38.190 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
14:27:42.273 [main] INFO  com.demo.baseutil.Basetest - Scroll down
