16:58:48.743 [main] INFO  com.demo.baseutil.Basetest - 
16:58:48.750 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
16:58:48.881 [main] INFO  com.demo.baseutil.Basetest - Folder creation for Extent
16:58:48.888 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace\com.NFR.Trace/reports/Automation Report- 02_27_2024_16_58_48/Report/02_27_2024_16_58_48
16:58:49.042 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
16:58:49.044 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
16:59:26.217 [main] INFO  com.demo.testscripts.TracetestScript - Sign in function call
16:59:26.218 [main] INFO  com.demo.testscripts.TracetestScript - Validate email address field is clicked is clickable
16:59:27.165 [main] INFO  com.demo.testscripts.TracetestScript - Clicked on : email address field is clicked
16:59:27.173 [main] INFO  com.demo.testscripts.TracetestScript - Enter the value into Email Id Entered
16:59:27.695 [main] INFO  com.demo.testscripts.TracetestScript - utsav@paramountsoft.net typed into Email Id Entered
16:59:27.695 [main] INFO  com.demo.testscripts.TracetestScript - Validate Enter the password is clickable
16:59:27.907 [main] INFO  com.demo.testscripts.TracetestScript - Clicked on : Enter the password
16:59:27.908 [main] INFO  com.demo.testscripts.TracetestScript - Enter the value into Password Id Entered
16:59:28.149 [main] INFO  com.demo.testscripts.TracetestScript - Admin@1234 typed into Password Id Entered
16:59:28.149 [main] INFO  com.demo.testscripts.TracetestScript - Validate Press the signin button is clickable
16:59:29.034 [main] INFO  com.demo.testscripts.TracetestScript - Clicked on : Press the signin button
16:59:29.047 [main] INFO  com.demo.testscripts.TracetestScript - HomePage title  is matched
16:59:39.990 [main] INFO  com.demo.testscripts.TracetestScript - Validate Click on profile account is clickable
16:59:47.088 [main] INFO  com.demo.testscripts.TracetestScript - Clicked on : Click on profile account
