14:05:10.305 [main] INFO  com.demo.baseutil.Basetest - 
14:05:10.309 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
14:05:10.432 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
14:05:10.437 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace/reports/Automation Report- 07_05_2024_14_05_10/Report/07_05_2024_14_05_10
14:05:10.558 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
14:05:10.559 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
14:05:20.360 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
14:05:22.720 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
14:05:22.735 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
14:05:22.744 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
14:05:22.744 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
14:05:22.744 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
14:05:22.744 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
14:05:25.132 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
14:05:25.133 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
14:05:25.532 [main] INFO  com.demo.baseutil.Basetest - 139@yopmail.com typed into Email Id Entered
14:05:25.533 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
14:05:27.912 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
14:05:27.913 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
14:05:28.128 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
14:05:32.200 [main] INFO  com.demo.baseutil.Basetest - Scroll down
14:05:32.201 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
14:05:35.113 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
14:05:37.772 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
14:05:55.796 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
14:05:58.236 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
14:06:04.326 [main] INFO  com.demo.baseutil.Basetest - Validate Asset & Infrastructure Data is clicked is clickable
14:06:06.800 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Asset & Infrastructure Data is clicked
14:06:08.814 [main] INFO  com.demo.baseutil.Basetest - Validate Assets is clicked is clickable
14:06:11.293 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Assets is clicked
14:06:13.303 [main] INFO  com.demo.baseutil.Basetest - Validate Add new is clicked is clickable
14:06:15.772 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add new is clicked
14:06:17.783 [main] INFO  com.demo.baseutil.Basetest - Validate Asset type is clicked is clickable
14:06:20.263 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Asset type is clicked
14:06:20.265 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Vehicle Name is clickable
14:06:22.669 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Vehicle Name
14:06:24.675 [main] INFO  com.demo.baseutil.Basetest - Validate container name is clicked is clickable
