18:00:54.458 [main] INFO  com.demo.baseutil.Basetest - 
18:00:54.464 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
18:00:54.641 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
18:00:54.649 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 03_11_2025_18_00_54/Report/03_11_2025_18_00_54
18:00:54.793 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
18:00:54.796 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
18:01:07.899 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
18:01:10.690 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
18:01:10.809 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
18:01:10.836 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
18:01:10.836 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
18:01:10.836 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
18:01:10.837 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
18:01:13.640 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
18:01:13.642 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
18:01:14.252 [main] INFO  com.demo.baseutil.Basetest - 139@yopmail.com typed into Email Id Entered
18:01:14.253 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
18:01:16.937 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
18:01:16.937 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
18:01:17.441 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
18:01:21.538 [main] INFO  com.demo.baseutil.Basetest - Scroll down
18:01:21.538 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
18:01:25.236 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
18:01:27.496 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
18:01:42.525 [main] INFO  com.demo.baseutil.Basetest - Scroll till the transaction
18:01:50.345 [main] INFO  com.demo.baseutil.Basetest - Scroll till the transaction completed
18:01:50.346 [main] INFO  com.demo.baseutil.Basetest - Validate transaction is clicked is clickable
18:01:53.252 [main] INFO  com.demo.baseutil.Basetest - Clicked on : transaction is clicked
18:01:58.263 [main] INFO  com.demo.baseutil.Basetest - Validate add new is clicked is clickable
18:02:01.081 [main] INFO  com.demo.baseutil.Basetest - Clicked on : add new is clicked
18:02:07.757 [main] INFO  com.demo.baseutil.Basetest - Validate clicked on CTE is clickable
18:02:10.500 [main] INFO  com.demo.baseutil.Basetest - Clicked on : clicked on CTE
18:02:14.515 [main] INFO  com.demo.baseutil.Basetest - Validate clicked on CTE comm is clickable
18:02:17.142 [main] INFO  com.demo.baseutil.Basetest - Clicked on : clicked on CTE comm
18:02:19.158 [main] INFO  com.demo.baseutil.Basetest - Validate Product id is clicked is clickable
18:02:21.745 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Product id is clicked
18:02:26.863 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Saved Value is entered
18:02:27.566 [main] INFO  com.demo.baseutil.Basetest - F2PG10003055 typed into Saved Value is entered
18:02:29.579 [main] INFO  com.demo.baseutil.Basetest - Validate Product id is clicked is clickable
18:02:32.106 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Product id is clicked
18:02:34.119 [main] INFO  com.demo.baseutil.Basetest - Validate Product id is clicked is clickable
18:02:36.705 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Product id is clicked
18:02:38.715 [main] INFO  com.demo.baseutil.Basetest - Validate chooseprocess id is clicked is clickable
18:02:41.287 [main] INFO  com.demo.baseutil.Basetest - Clicked on : chooseprocess id is clicked
18:02:43.318 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Harvestiong/commission is entered
18:02:43.863 [main] INFO  com.demo.baseutil.Basetest - Harvesting typed into Harvestiong/commission is entered
18:02:45.875 [main] INFO  com.demo.baseutil.Basetest - Validate Process commision is selected is clickable
18:02:48.951 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Process commision is selected
18:02:50.955 [main] INFO  com.demo.baseutil.Basetest - Validate click on submit button is clickable
18:02:53.572 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on submit button
18:02:55.600 [main] INFO  com.demo.baseutil.Basetest - Scroll down successful
18:02:57.613 [main] INFO  com.demo.baseutil.Basetest - Validate date is selected is clickable
18:03:00.223 [main] INFO  com.demo.baseutil.Basetest - Clicked on : date is selected
18:03:01.239 [main] INFO  com.demo.baseutil.Basetest - Validate date netx button is clickable
18:03:04.040 [main] INFO  com.demo.baseutil.Basetest - Clicked on : date netx button
18:03:04.041 [main] INFO  com.demo.baseutil.Basetest - Validate date is entered is clickable
18:03:06.599 [main] INFO  com.demo.baseutil.Basetest - Clicked on : date is entered
18:03:08.608 [main] INFO  com.demo.baseutil.Basetest - Validate date is selected is clickable
18:03:11.326 [main] INFO  com.demo.baseutil.Basetest - Clicked on : date is selected
18:03:17.422 [main] INFO  com.demo.baseutil.Basetest - Scroll down
18:03:17.422 [main] INFO  com.demo.baseutil.Basetest - Validate activity is selected is clickable
18:03:20.166 [main] INFO  com.demo.baseutil.Basetest - Clicked on : activity is selected
18:03:20.171 [main] INFO  com.demo.baseutil.Basetest - Enter the value into activity Value is entered
18:03:21.040 [main] INFO  com.demo.baseutil.Basetest - abcd typed into activity Value is entered
18:03:23.050 [main] INFO  com.demo.baseutil.Basetest - Validate packing type dropdown is selected is clickable
18:03:25.741 [main] INFO  com.demo.baseutil.Basetest - Clicked on : packing type dropdown is selected
18:03:25.741 [main] INFO  com.demo.baseutil.Basetest - Validate packing type dropdown is selected is clickable
18:03:28.359 [main] INFO  com.demo.baseutil.Basetest - Clicked on : packing type dropdown is selected
18:03:34.429 [main] INFO  com.demo.baseutil.Basetest - Scroll down
18:03:34.429 [main] INFO  com.demo.baseutil.Basetest - Validate tlc is clicked is clickable
18:03:37.218 [main] INFO  com.demo.baseutil.Basetest - Clicked on : tlc is clicked
18:03:37.218 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Tlc no is entered
18:03:37.696 [main] INFO  com.demo.baseutil.Basetest - 1234567890 typed into Tlc no is entered
18:03:37.696 [main] INFO  com.demo.baseutil.Basetest - Validate location is clicked is clickable
