11:43:51.321 [main] INFO  com.demo.baseutil.Basetest - 
11:43:51.326 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
11:43:51.443 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
11:43:51.448 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 02_05_2025_11_43_51/Report/02_05_2025_11_43_51
11:43:51.565 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
11:43:51.567 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
11:44:02.507 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
11:44:05.248 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
11:44:05.272 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
11:44:05.298 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
11:44:05.298 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
11:44:05.299 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
11:44:05.299 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
11:44:08.615 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
11:44:08.617 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
11:44:09.159 [main] INFO  com.demo.baseutil.Basetest - ldekkenq362@yopmail.com typed into Email Id Entered
11:44:09.160 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
11:44:11.679 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
11:44:11.680 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
11:44:12.022 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
11:44:16.090 [main] INFO  com.demo.baseutil.Basetest - Scroll down
11:44:16.090 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
11:44:19.123 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
11:44:21.135 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
11:44:31.150 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
11:44:33.781 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
11:44:46.807 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
11:44:49.357 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
11:44:55.452 [main] INFO  com.demo.baseutil.Basetest - Validate Asset & Infrastructure Data is clicked is clickable
11:45:21.397 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
11:45:22.371 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
11:45:23.333 [main] ERROR com.demo.baseutil.Basetest - Failed to close the Browser
