18:23:07.489 [main] INFO  com.demo.baseutil.Basetest - 
18:23:07.495 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
18:23:07.667 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
18:23:07.678 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace\com.NFR.Trace/reports/Automation Report- 04_03_2024_18_23_07/Report/04_03_2024_18_23_07
18:23:07.841 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
18:23:07.844 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
18:23:26.387 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
18:23:28.770 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
18:23:28.791 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
18:23:28.802 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
18:23:28.802 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
18:23:28.803 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
18:23:28.803 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
18:23:31.191 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
18:23:31.192 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
18:23:31.497 [main] INFO  com.demo.baseutil.Basetest - 139@yopmail.com typed into Email Id Entered
18:23:31.498 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
18:23:33.843 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
18:23:33.843 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
18:23:34.068 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
18:23:34.089 [main] INFO  com.demo.baseutil.Basetest - Scroll down
18:23:34.089 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
18:23:37.284 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
18:23:40.896 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
18:23:50.927 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
18:23:53.263 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
18:24:01.383 [main] INFO  com.demo.baseutil.Basetest - Scroll down
18:24:03.387 [main] INFO  com.demo.baseutil.Basetest - Validate Products is clicked is clickable
18:24:05.724 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Products is clicked
18:24:10.740 [main] INFO  com.demo.baseutil.Basetest - Validate Add new is clicked is clickable
18:24:13.288 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add new is clicked
18:24:15.291 [main] INFO  com.demo.baseutil.Basetest - Validate Click on productcategory is clickable
18:24:17.704 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on productcategory
18:24:17.704 [main] INFO  com.demo.baseutil.Basetest - Validate productbasedfood is clicked is clickable
18:24:20.157 [main] INFO  com.demo.baseutil.Basetest - Clicked on : productbasedfood is clicked
18:24:20.157 [main] INFO  com.demo.baseutil.Basetest - Validate product name is selected is clickable
18:24:22.614 [main] INFO  com.demo.baseutil.Basetest - Clicked on : product name is selected
18:24:22.614 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the product
18:24:22.922 [main] INFO  com.demo.baseutil.Basetest - wheat5337 typed into enter the product
18:24:22.923 [main] INFO  com.demo.baseutil.Basetest - Validate Click on productid is clickable
18:24:25.346 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on productid
18:24:25.346 [main] INFO  com.demo.baseutil.Basetest - Validate Click on checkbox is clickable
18:24:27.809 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on checkbox
18:24:27.809 [main] INFO  com.demo.baseutil.Basetest - Validate Click on autogenerate is clickable
18:24:30.245 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on autogenerate
18:24:30.245 [main] INFO  com.demo.baseutil.Basetest - Validate Click on productdesc is clickable
18:24:32.580 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on productdesc
18:24:32.580 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Enetered the product desc
18:24:32.854 [main] INFO  com.demo.baseutil.Basetest - test typed into Enetered the product desc
18:24:32.854 [main] INFO  com.demo.baseutil.Basetest - Validate Click on upload is clickable
18:24:35.223 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on upload
18:24:39.732 [main] INFO  com.demo.baseutil.Basetest - Scroll down
18:24:41.772 [main] INFO  com.demo.baseutil.Basetest - Scroll down
18:24:41.772 [main] INFO  com.demo.baseutil.Basetest - Validate Click on ingrediant name is clickable
18:24:44.243 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on ingrediant name
18:24:44.243 [main] INFO  com.demo.baseutil.Basetest - Enter the value into ingredient name is entered
18:24:44.653 [main] INFO  com.demo.baseutil.Basetest - wheat typed into ingredient name is entered
18:24:45.680 [main] INFO  com.demo.baseutil.Basetest - Scroll down
18:24:47.697 [main] INFO  com.demo.baseutil.Basetest - Validate Click on ingrediant name is clickable
18:24:50.178 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on ingrediant name
18:24:50.178 [main] INFO  com.demo.baseutil.Basetest - Enter the value into nutri name is entered
18:24:50.486 [main] INFO  com.demo.baseutil.Basetest - fact typed into nutri name is entered
18:24:50.489 [main] INFO  com.demo.baseutil.Basetest - Validate Click on ingrediant QTY is clickable
18:24:52.879 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on ingrediant QTY
18:24:52.879 [main] INFO  com.demo.baseutil.Basetest - Enter the value into nutri qty is entered
