11:22:18.163 [main] INFO  com.demo.baseutil.Basetest - 
11:22:18.189 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
11:22:18.659 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
11:22:18.677 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 02_05_2025_11_22_18/Report/02_05_2025_11_22_18
11:22:18.995 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
11:22:18.996 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
11:22:33.706 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
11:22:37.309 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
11:22:37.654 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
11:22:37.685 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
11:22:37.685 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
11:22:37.686 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
11:22:37.686 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
11:22:41.208 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
11:22:41.210 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
11:22:42.200 [main] INFO  com.demo.baseutil.Basetest - ldekkenq362@yopmail.com typed into Email Id Entered
11:22:42.201 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
11:22:45.088 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
11:22:45.089 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
11:22:45.745 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
11:22:49.853 [main] INFO  com.demo.baseutil.Basetest - Scroll down
11:22:49.854 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
11:22:54.938 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
11:22:58.129 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
11:23:08.137 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
11:23:11.015 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
11:23:23.045 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
11:23:25.763 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
11:23:31.892 [main] INFO  com.demo.baseutil.Basetest - Validate Asset & Infrastructure Data is clicked is clickable
11:23:34.612 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Asset & Infrastructure Data is clicked
11:23:36.628 [main] INFO  com.demo.baseutil.Basetest - Validate Assets is clicked is clickable
11:23:40.140 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Assets is clicked
11:23:45.148 [main] INFO  com.demo.baseutil.Basetest - Validate Add new is clicked is clickable
11:23:48.045 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add new is clicked
11:23:53.053 [main] INFO  com.demo.baseutil.Basetest - Validate Asset type is clicked is clickable
11:23:55.792 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Asset type is clicked
11:23:55.793 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Vehicle Name is clickable
11:23:58.561 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Vehicle Name
11:24:00.575 [main] INFO  com.demo.baseutil.Basetest - Validate container name is clicked is clickable
11:24:03.384 [main] INFO  com.demo.baseutil.Basetest - Clicked on : container name is clicked
11:24:03.385 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the container name
11:24:04.327 [main] INFO  com.demo.baseutil.Basetest - containerrr362abc362 typed into enter the container name
11:24:06.340 [main] INFO  com.demo.baseutil.Basetest - Validate length is clicked is clickable
11:24:08.979 [main] INFO  com.demo.baseutil.Basetest - Clicked on : length is clicked
11:24:10.996 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the length
11:24:11.611 [main] INFO  com.demo.baseutil.Basetest - 10 typed into enter the length
11:24:11.612 [main] INFO  com.demo.baseutil.Basetest - Validate breadth is clicked is clickable
11:24:14.353 [main] INFO  com.demo.baseutil.Basetest - Clicked on : breadth is clicked
11:24:14.355 [main] INFO  com.demo.baseutil.Basetest - Enter the value into breath entered
11:24:14.945 [main] INFO  com.demo.baseutil.Basetest - 10 typed into breath entered
11:24:16.952 [main] INFO  com.demo.baseutil.Basetest - Validate height is clicked is clickable
11:24:19.695 [main] INFO  com.demo.baseutil.Basetest - Clicked on : height is clicked
11:24:21.707 [main] INFO  com.demo.baseutil.Basetest - Enter the value into height entered
