14:39:49.800 [main] INFO  com.demo.baseutil.Basetest - 
14:39:49.810 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
14:39:49.930 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
14:39:49.940 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 11_05_2024_14_39_49/Report/11_05_2024_14_39_49
14:39:50.100 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
14:39:50.102 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
14:40:49.224 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
14:40:51.771 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
14:40:51.799 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
14:40:51.813 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
14:40:51.813 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
14:40:51.813 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
14:40:51.813 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
14:40:54.598 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
14:40:54.599 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
14:40:55.211 [main] INFO  com.demo.baseutil.Basetest - 139@yopmail.com typed into Email Id Entered
14:40:55.212 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
14:40:57.678 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
14:40:57.679 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
14:40:58.369 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
14:41:02.479 [main] INFO  com.demo.baseutil.Basetest - Scroll down
14:41:02.479 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
14:41:05.648 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
14:41:08.354 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
14:41:18.380 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
14:41:20.903 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
14:41:29.114 [main] INFO  com.demo.baseutil.Basetest - Scroll down
14:41:31.125 [main] INFO  com.demo.baseutil.Basetest - Validate Products is clicked is clickable
14:41:33.964 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Products is clicked
14:41:38.974 [main] INFO  com.demo.baseutil.Basetest - Validate Add new is clicked is clickable
14:41:41.580 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add new is clicked
