12:05:11.670 [main] INFO  com.demo.baseutil.Basetest - 
12:05:11.683 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
12:05:11.884 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
12:05:11.901 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 11_13_2024_12_05_11/Report/11_13_2024_12_05_11
12:05:12.151 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
12:05:12.154 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
12:05:30.525 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
12:05:33.399 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
12:05:33.425 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
12:05:33.448 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
12:05:33.449 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
12:05:33.450 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
12:05:33.450 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
12:05:37.073 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
12:05:37.075 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
12:05:37.764 [main] INFO  com.demo.baseutil.Basetest - ldekkenq362@yopmail.com typed into Email Id Entered
12:05:37.764 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
12:05:40.437 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
12:05:40.438 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
12:05:40.992 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
12:05:45.072 [main] INFO  com.demo.baseutil.Basetest - Scroll down
12:05:45.072 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
12:05:49.058 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
12:05:51.084 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
12:06:04.666 [main] INFO  com.demo.baseutil.Basetest - Scroll down
12:06:06.669 [main] INFO  com.demo.baseutil.Basetest - Validate transaction is clicked is clickable
12:06:08.739 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
12:06:09.372 [main] INFO  com.demo.baseutil.Basetest - Browser is closed sucessfuly
12:06:10.189 [main] ERROR com.demo.baseutil.Basetest - Failed to close the Browser
