13:57:10.493 [main] INFO  com.demo.baseutil.Basetest - 
13:57:10.498 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
13:57:10.616 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
13:57:10.621 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace QA latest/reports/Automation Report- 09_13_2024_13_57_10/Report/09_13_2024_13_57_10
13:57:10.721 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
13:57:10.722 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
13:57:20.088 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
13:57:22.471 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
13:57:22.496 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
13:57:22.509 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
13:57:22.509 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
13:57:22.510 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
13:57:22.510 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
13:57:24.798 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
13:57:24.799 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
13:57:25.257 [main] INFO  com.demo.baseutil.Basetest - farmtoplatef2p@paramountsoft.net typed into Email Id Entered
13:57:25.258 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
13:57:27.552 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
13:57:27.552 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
13:57:27.748 [main] INFO  com.demo.baseutil.Basetest - Admin1234 typed into Password Id Entered
13:57:36.838 [main] INFO  com.demo.baseutil.Basetest - Scroll down
13:57:37.840 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
13:57:40.673 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
13:57:48.689 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
13:58:01.702 [main] INFO  com.demo.baseutil.Basetest - Validate Network Management is clicked is clickable
13:58:04.196 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Network Management is clicked
13:58:08.212 [main] INFO  com.demo.baseutil.Basetest - Validate Add new is clicked is clickable
13:58:10.713 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add new is clicked
13:58:12.717 [main] INFO  com.demo.baseutil.Basetest - Validate Organisation Name is clicked is clickable
13:58:15.031 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Organisation Name is clicked
13:58:15.031 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Organisation is Entered
13:58:15.343 [main] INFO  com.demo.baseutil.Basetest - DiBtljjF typed into Organisation is Entered
13:58:15.343 [main] INFO  com.demo.baseutil.Basetest - Validate Organisation type is clicked is clickable
13:58:17.714 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Organisation type is clicked
13:58:17.714 [main] INFO  com.demo.baseutil.Basetest - Validate upstream is selected is clickable
13:58:20.223 [main] INFO  com.demo.baseutil.Basetest - Clicked on : upstream is selected
13:58:20.223 [main] INFO  com.demo.baseutil.Basetest - Validate Organisation role is clicked is clickable
13:58:22.689 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Organisation role is clicked
13:58:22.690 [main] INFO  com.demo.baseutil.Basetest - Validate Organisation role is selected is clickable
13:58:25.184 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Organisation role is selected
13:58:25.184 [main] INFO  com.demo.baseutil.Basetest - Validate module is clicked is clickable
13:58:27.614 [main] INFO  com.demo.baseutil.Basetest - Clicked on : module is clicked
13:58:27.614 [main] INFO  com.demo.baseutil.Basetest - Validate module is selected is clickable
13:58:30.049 [main] INFO  com.demo.baseutil.Basetest - Clicked on : module is selected
13:58:30.049 [main] INFO  com.demo.baseutil.Basetest - Validate email field is clicked is clickable
