17:31:17.428 [main] INFO  com.demo.baseutil.Basetest - 
17:31:17.434 [main] INFO  com.demo.baseutil.Basetest - Running locally JavaMail
17:31:17.510 [main] INFO  com.demo.baseutil.Basetest2 - Folder creation for Extent
17:31:17.516 [main] INFO  com.demo.baseutil.Basetest - ExtentDir:-C:\Users\Deepti Jindal\eclipse-workspace2\com.NFR.Trace/reports/Automation Report- 07_07_2024_17_31_17/Report/07_07_2024_17_31_17
17:31:17.602 [main] INFO  com.demo.baseutil.Basetest - Report Initiated
17:31:17.604 [main] INFO  com.demo.baseutil.Basetest - Screenshot folder created
17:31:35.500 [main] INFO  com.demo.baseutil.Basetest - Validate Sign in with FarmtoPlate account is clickable
17:31:37.922 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Sign in with FarmtoPlate account
17:31:37.939 [main] INFO  com.demo.baseutil.Basetest - Url contains farmtoplateapps.io/login
17:31:37.946 [main] INFO  com.demo.baseutil.Basetest - Sign in title matched
17:31:37.946 [main] INFO  com.demo.baseutil.Basetest - UI verified for Sigin page.
17:31:37.946 [main] INFO  com.demo.baseutil.Basetest - Sign in function call
17:31:37.946 [main] INFO  com.demo.baseutil.Basetest - Validate email address field is clicked is clickable
17:31:40.190 [main] INFO  com.demo.baseutil.Basetest - Clicked on : email address field is clicked
17:31:40.191 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Email Id Entered
17:31:40.540 [main] INFO  com.demo.baseutil.Basetest - 139@yopmail.com typed into Email Id Entered
17:31:40.541 [main] INFO  com.demo.baseutil.Basetest - Validate Enter the password is clickable
17:31:42.869 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Enter the password
17:31:42.869 [main] INFO  com.demo.baseutil.Basetest - Enter the value into Password Id Entered
17:31:43.197 [main] INFO  com.demo.baseutil.Basetest - Admin@1234 typed into Password Id Entered
17:31:47.277 [main] INFO  com.demo.baseutil.Basetest - Scroll down
17:31:47.277 [main] INFO  com.demo.baseutil.Basetest - Validate Press the signin button is clickable
17:31:50.057 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Press the signin button
17:31:52.363 [main] INFO  com.demo.baseutil.Basetest - HomePage title  is matched
17:32:10.385 [main] INFO  com.demo.baseutil.Basetest - Validate click on trace is clickable
17:32:12.730 [main] INFO  com.demo.baseutil.Basetest - Clicked on : click on trace
17:32:18.837 [main] INFO  com.demo.baseutil.Basetest - Validate Asset & Infrastructure Data is clicked is clickable
17:32:21.185 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Asset & Infrastructure Data is clicked
17:32:23.203 [main] INFO  com.demo.baseutil.Basetest - Validate Assets is clicked is clickable
17:32:26.023 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Assets is clicked
17:32:28.027 [main] INFO  com.demo.baseutil.Basetest - Validate Add new is clicked is clickable
17:32:30.481 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Add new is clicked
17:32:32.485 [main] INFO  com.demo.baseutil.Basetest - Validate Asset type is clicked is clickable
17:32:34.928 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Asset type is clicked
17:32:34.928 [main] INFO  com.demo.baseutil.Basetest - Validate Click on Vehicle Name is clickable
17:32:37.254 [main] INFO  com.demo.baseutil.Basetest - Clicked on : Click on Vehicle Name
17:32:39.254 [main] INFO  com.demo.baseutil.Basetest - Validate container name is clicked is clickable
17:32:41.712 [main] INFO  com.demo.baseutil.Basetest - Clicked on : container name is clicked
17:32:41.712 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the container name
17:32:42.157 [main] INFO  com.demo.baseutil.Basetest - container874874 typed into enter the container name
17:32:44.165 [main] INFO  com.demo.baseutil.Basetest - Validate length is clicked is clickable
17:32:46.727 [main] INFO  com.demo.baseutil.Basetest - Clicked on : length is clicked
17:32:48.735 [main] INFO  com.demo.baseutil.Basetest - Enter the value into enter the length
17:32:49.045 [main] INFO  com.demo.baseutil.Basetest - 10 typed into enter the length
17:32:49.045 [main] INFO  com.demo.baseutil.Basetest - Validate breadth is clicked is clickable
17:32:51.278 [main] INFO  com.demo.baseutil.Basetest - Clicked on : breadth is clicked
17:32:51.278 [main] INFO  com.demo.baseutil.Basetest - Enter the value into breath entered
17:32:51.586 [main] INFO  com.demo.baseutil.Basetest - 10 typed into breath entered
17:32:53.610 [main] INFO  com.demo.baseutil.Basetest - Validate height is clicked is clickable
17:32:56.014 [main] INFO  com.demo.baseutil.Basetest - Clicked on : height is clicked
17:32:58.019 [main] INFO  com.demo.baseutil.Basetest - Enter the value into height entered
17:32:58.345 [main] INFO  com.demo.baseutil.Basetest - 20 typed into height entered
17:33:00.360 [main] INFO  com.demo.baseutil.Basetest - Validate dom is clicked is clickable
17:33:02.703 [main] INFO  com.demo.baseutil.Basetest - Clicked on : dom is clicked
